created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2026-05-10T06:35:23+00:00,94,245,0.74696,24.90000,100.00000,,,,
2026-05-10T06:57:00+00:00,95,247,0.74040,24.90000,100.00000,,,,
2026-05-10T07:18:37+00:00,96,222,0.83099,24.90000,100.00000,,,,
2026-05-10T07:40:14+00:00,97,222,0.83099,24.90000,100.00000,,,,
2026-05-10T08:01:49+00:00,98,228,0.80743,24.90000,100.00000,,,,
2026-05-10T08:23:26+00:00,99,233,0.78873,24.90000,100.00000,,,,
2026-05-10T08:45:03+00:00,100,234,0.78509,24.90000,100.00000,,,,
2026-05-10T09:06:40+00:00,101,239,0.76732,25.00000,100.00000,,,,
2026-05-10T09:28:16+00:00,102,244,0.75029,25.00000,100.00000,,,,
2026-05-10T09:49:53+00:00,103,245,0.74696,24.90000,100.00000,,,,
2026-05-10T10:11:29+00:00,104,245,0.74696,24.90000,100.00000,,,,
2026-05-10T10:33:06+00:00,105,247,0.74040,24.90000,100.00000,,,,
2026-05-10T10:54:43+00:00,106,247,0.74040,24.90000,100.00000,,,,
2026-05-10T11:16:19+00:00,107,250,0.73074,24.90000,100.00000,,,,
2026-05-10T11:37:56+00:00,108,251,0.72758,24.90000,100.00000,,,,
2026-05-10T11:59:33+00:00,109,251,0.72758,24.90000,100.00000,,,,
2026-05-10T12:21:10+00:00,110,252,0.72444,24.90000,100.00000,,,,
2026-05-10T12:42:45+00:00,111,253,0.72132,24.90000,100.00000,,,,
2026-05-10T13:04:22+00:00,112,253,0.72132,24.90000,100.00000,,,,
2026-05-10T13:25:58+00:00,113,253,0.72132,24.90000,100.00000,,,,
2026-05-10T13:47:35+00:00,114,255,0.71516,24.90000,100.00000,,,,
2026-05-10T14:09:12+00:00,115,255,0.71516,24.90000,100.00000,,,,
2026-05-10T14:30:48+00:00,116,261,0.69725,24.90000,100.00000,,,,
2026-05-10T14:52:25+00:00,117,263,0.69146,24.90000,100.00000,,,,
2026-05-10T15:14:01+00:00,118,265,0.68576,24.90000,100.00000,,,,
2026-05-10T15:35:38+00:00,119,265,0.68576,24.90000,100.00000,,,,
2026-05-10T15:57:14+00:00,120,267,0.68014,24.90000,100.00000,,,,
2026-05-10T16:18:50+00:00,121,267,0.68014,24.90000,100.00000,,,,
2026-05-10T16:40:27+00:00,122,269,0.67461,24.90000,100.00000,,,,
2026-05-10T17:02:04+00:00,123,270,0.67187,24.90000,100.00000,,,,
2026-05-10T17:23:40+00:00,124,271,0.66915,24.90000,100.00000,,,,
2026-05-10T17:45:17+00:00,125,275,0.65849,24.90000,100.00000,,,,
2026-05-10T18:06:53+00:00,126,275,0.65849,24.90000,100.00000,,,,
2026-05-10T18:28:30+00:00,127,276,0.65587,24.90000,100.00000,,,,
2026-05-10T18:50:06+00:00,128,277,0.65327,24.90000,100.00000,,,,
2026-05-10T19:11:42+00:00,129,279,0.64813,24.90000,100.00000,,,,
2026-05-10T19:33:20+00:00,130,279,0.64813,24.90000,100.00000,,,,
2026-05-10T19:54:56+00:00,131,280,0.64559,24.90000,100.00000,,,,
